"AGEP","SCHL","SSP","WAGP","WKHP","DIS","HICOV","PERNP","PINCP","POVPIP","POVERTY"
9,"05",NA,NA,NA,2,1,NA,NA,296,FALSE
7,"04",NA,NA,NA,2,1,NA,NA,296,FALSE
5,"02",NA,NA,NA,2,1,NA,NA,296,FALSE
63,"22",0,220000,55,2,1,220000,220000,501,FALSE
56,"19",0,0,NA,2,1,0,0,501,FALSE
34,"16",0,0,40,2,1,75000,75000,447,FALSE
33,"20",0,37000,40,1,1,37000,37000,447,FALSE
7,"03",NA,NA,NA,2,1,NA,NA,447,FALSE
2,NA,NA,NA,NA,2,1,NA,NA,447,FALSE
28,"21",0,2000,20,2,1,2000,2000,15,TRUE
53,"22",0,85000,45,2,1,85000,85000,501,FALSE
43,"22",0,60000,45,2,1,60000,60000,501,FALSE
10,"08",NA,NA,NA,2,1,NA,NA,501,FALSE
10,"08",NA,NA,NA,2,1,NA,NA,501,FALSE
36,"21",0,0,NA,2,1,0,0,179,FALSE
39,"21",0,66000,40,2,1,66000,66000,179,FALSE
10,"06",NA,NA,NA,2,1,NA,NA,179,FALSE
8,"04",NA,NA,NA,2,1,NA,NA,179,FALSE
6,"02",NA,NA,NA,2,1,NA,NA,179,FALSE
4,"01",NA,NA,NA,2,1,NA,NA,179,FALSE
1,NA,NA,NA,NA,2,1,NA,NA,179,FALSE
65,"20",2200,60000,40,2,1,60000,62200,501,FALSE
66,"16",2200,40000,40,2,1,40000,42200,501,FALSE
56,"22",0,0,NA,2,1,0,0,501,FALSE
53,"21",0,120000,25,2,1,120000,120000,501,FALSE
51,"18",0,50000,40,2,1,50000,50000,282,FALSE
26,"18",0,0,14,2,1,1200,6200,282,FALSE
2,NA,NA,NA,NA,2,1,NA,NA,282,FALSE
57,"19",0,75000,60,2,1,75000,79500,501,FALSE
51,"17",0,150000,45,1,1,150000,150000,501,FALSE
67,"17",14100,0,NA,2,1,0,17200,168,FALSE
21,"16",0,8000,25,2,1,8000,8000,168,FALSE
42,"18",0,40000,40,2,1,40000,40000,196,FALSE
54,"14",10000,0,NA,1,1,0,10000,196,FALSE
22,"16",0,0,NA,2,1,0,350,196,FALSE
0,NA,NA,NA,NA,2,1,NA,NA,196,FALSE
49,"21",0,41000,40,2,1,41000,41000,501,FALSE
43,"16",0,71000,40,2,1,71000,71000,501,FALSE
17,"14",0,2500,7,2,1,2500,2500,501,FALSE
22,"21",0,11000,25,2,1,11000,11000,43,TRUE
0,NA,NA,NA,NA,2,1,NA,NA,43,TRUE
0,NA,NA,NA,NA,2,1,NA,NA,43,TRUE
0,NA,NA,NA,NA,2,1,NA,NA,43,TRUE
64,"21",0,75000,36,2,1,75000,75000,501,FALSE
63,"24",0,0,NA,2,1,0,149000,501,FALSE
30,"19",0,29000,40,2,1,29000,29000,227,FALSE
24,"21",0,15000,40,2,1,15000,15000,117,FALSE
24,"16",0,40000,60,2,1,40000,40000,312,FALSE
55,"16",0,55000,50,2,1,55000,60000,466,FALSE
80,"18",15300,9600,18,2,1,9600,24900,207,FALSE
30,"19",0,22000,40,2,1,22000,22000,168,FALSE
53,"20",0,40000,40,2,1,40000,40000,424,FALSE
28,"19",0,30000,40,2,1,30000,30000,424,FALSE
87,"22",20000,0,NA,2,1,0,210000,501,FALSE
86,"21",21000,0,NA,2,1,0,25300,501,FALSE
35,"21",0,65000,40,2,1,65000,69800,322,FALSE
18,"14",0,10400,25,2,1,10400,10400,322,FALSE
14,"11",NA,NA,NA,2,1,NA,NA,322,FALSE
10,"07",NA,NA,NA,2,1,NA,NA,322,FALSE
70,"19",12300,0,NA,2,1,0,12300,103,FALSE
48,"19",0,16000,38,2,1,16000,18000,90,TRUE
16,"13",0,0,NA,2,1,0,0,90,TRUE
12,"08",NA,NA,NA,2,1,NA,NA,90,TRUE
58,"22",0,160000,50,2,1,160000,170000,501,FALSE
54,"19",0,670,10,2,1,670,670,501,FALSE
25,"18",0,30000,40,2,1,30000,30000,501,FALSE
83,"16",0,0,NA,1,1,0,35900,301,FALSE
63,"16",10600,0,25,2,2,10000,22300,223,FALSE
70,"21",9700,0,NA,1,1,0,15000,223,FALSE
68,"22",0,38000,40,2,1,38000,40000,340,FALSE
69,"21",6200,0,NA,2,1,0,6200,277,FALSE
68,"21",18400,38000,40,2,1,38000,56400,277,FALSE
35,"18",0,31000,40,2,1,31000,32400,277,FALSE
8,"05",NA,NA,NA,2,1,NA,NA,277,FALSE
6,"03",NA,NA,NA,2,1,NA,NA,277,FALSE
0,NA,NA,NA,NA,2,1,NA,NA,277,FALSE
66,"18",25000,0,NA,2,1,0,25000,210,FALSE
57,"19",0,13400,40,2,1,13400,13400,103,FALSE
84,"22",1300,400,6,2,1,400,1700,43,TRUE
52,"22",0,0,NA,2,2,0,0,43,TRUE
18,"16",0,0,NA,1,1,0,6700,43,TRUE
40,"19",0,31000,40,2,1,31000,32700,254,FALSE
25,"21",0,5400,40,2,1,5400,5400,41,TRUE
